"","V1","V2","V3","V4"
"1344","H9JIAowNgiE","2023-09-10T15:43:02Z","KXAN","UCgBVz3EzHYKpPS0BITvLRsg"
"1345","E_sJFSTgdSo","2023-09-10T16:30:08Z","The Hill","UCPWXiRWZ29zrxPFIQT7eHSA"
"1346","0mptwOXVPPs","2023-09-11T12:16:21Z","OutlookIndia","UCMV-o0NQaBeldj1YaiY4xvg"
"1347","RQTpVl5xDoI","2023-09-11T17:00:16Z","Birmingham Live ","UCXtdkietOoj4BrTOGQfXp6g"
"1348","gyNURQ0SFFI","2023-09-11T22:34:28Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1349","LKhmGb18zDg","2023-09-12T23:12:59Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1350","GmpgCCBkzZ4","2023-09-13T04:16:28Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1351","L0gCv-_9P4o","2023-09-13T14:29:50Z","Bethany Lutheran College","UC4B_5ZXR_q0kGKmL3Z6M6AA"
"1352","86gw4QnQr4A","2023-09-14T15:36:26Z","Bethany Lutheran College","UC4B_5ZXR_q0kGKmL3Z6M6AA"
"1353","7ntaXIEolYc","2023-09-15T07:45:00Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1354","Cy0Kp2rQPPY","2023-09-17T20:07:03Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1355","HguNj4qgQiY","2023-09-18T10:45:05Z","WKMG News 6 ClickOrlando","UCjpzEgbbDUg4YC6vpSrzsyg"
"1356","adczAvGDWBQ","2023-09-18T12:01:19Z","Proactive Investors","UC6zHYEnBuH4DYxbPLsbIaVw"
"1357","LDM1Ze12zIA","2023-09-18T12:00:08Z","Arizona’s Family (3TV / CBS 5) ","UCIrgpHvUm1FMtv-C1xwkJtw"
"1358","OCJF3KtIwLs","2023-09-18T11:00:07Z","FOX43 News","UCyWzxBs28XSI4_5NAmKFYbw"
"1359","IycT8dbCPbw","2023-09-18T13:36:13Z","WTVR CBS 6","UC9ha3sh4YTCSK83dH6OlWTw"
"1360","eGc4a3YHPMw","2023-09-18T13:31:48Z","WFSB 3","UCByGc7P_siORkC1pum8T3_Q"
"1361","rqQJvaVMmsU","rqQJvaVMmsU","rqQJvaVMmsU","rqQJvaVMmsU"
"1362","QFTEBDoPWSs","2023-09-18T14:45:29Z","CBS Colorado","UC_-gT7OYiRCK9Sp8SIv9WgQ"
"1363","Bj97RHk1Cjg","2023-09-18T11:44:28Z","KARE 11","UC1JAwKeDUjN2orv5t7LWODQ"
"1364","awpQvtuyOdE","2023-09-18T12:08:34Z","FOX 17 WXMI","UCFdq6R0pohN93_97zZluWxw"
"1365","SeSLQ123sig","2023-09-18T13:36:27Z","FOX 47 News","UCa7XAqQh4gzBgPGwTTF0ofg"
"1366","owmnWuJGyGo","2023-09-18T14:24:45Z","9NEWS","UC72nbKQLSDyiSARhg0Ywj4w"
"1367","OizhrE6sEJE","2023-09-18T16:43:41Z","WSAV3","UCtTYX4LRnzlFEjwziNiOvQw"
"1368","0JPUiVyLZLg","2023-09-19T06:16:42Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1369","ONaA0sxbv_w","2023-09-19T22:41:35Z","WQAD News 8","UCRlWXcripH3oV_v6uSb9ASw"
"1370","JhIBqykjzbs","2023-09-20T06:31:35Z","ICC","UCt2JXOLNxqry7B_4rRZME3Q"
"1371","wud89PQ9S2E","2023-09-20T10:15:03Z","Birmingham Live ","UCXtdkietOoj4BrTOGQfXp6g"
"1372","R3TfedxHbIQ","2023-09-20T14:41:16Z","CHCH News","UCjkETDTi-OBxrN4z5lvaL5A"
"1373","ouH0tHD9tqE","2023-09-20T21:01:41Z","Edmonton Journal","UCVyik4cnxEmbefInU7JnWyw"
"1374","66iA-EFtsw0","2023-09-20T10:00:16Z","genconnectU","UCj9It-BjXQ9ITueCtZujtaA"
"1375","uiVuVkJGtMQ","2023-09-21T00:19:06Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1376","FqRhn9huptE","2023-09-21T00:39:24Z","12 News","UCu7G08TrwPx_0WH4M7OxjIQ"
"1377","18kn1w-Imng","2023-09-21T09:43:48Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"1378","rJHaFehO2qI","2023-09-21T01:43:19Z","News 4 Tucson KVOA-TV","UCs8cRivViWcNIx5arlnYXYg"
"1379","iElk4BcXNH8","2023-09-21T15:48:00Z","Nation's Restaurant News","UCThImdAnYJzELSvH0sh3aoA"
"1380","2NmJyWcJJ1o","2023-09-20T21:53:07Z","WCNC","UC-RxXi2Xws6Uk22vp-sLbGA"
"1381","-8XwDrZp-94","2023-09-21T22:10:55Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1382","up0Nm1UB7PY","2023-09-21T14:52:11Z","CHCH News","UCjkETDTi-OBxrN4z5lvaL5A"
"1383","Z3uzlHdJB9E","2023-09-21T21:17:41Z","WNCT-TV 9 On Your Side","UCSCsaF0Zo8Ygj1DcXwyYlqw"
"1384","cLXaQFeMZL8","2023-09-22T11:04:33Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"1385","H1qL9kB6ifQ","2023-09-21T21:56:37Z","News On 6/KOTV","UCJBVNt_BTTl2v4qtLScyxpw"
"1386","F-cDz7xTaYM","2023-09-22T03:34:09Z","Devex","UCmz65lP9teryI2NdQ5aFdag"
"1387","Q2G9Ofg-d-g","2023-09-22T03:25:45Z","WSAV3","UCtTYX4LRnzlFEjwziNiOvQw"
"1388","d5aj-8bgroU","2023-09-22T03:31:21Z","KELOLAND News","UCznk5ru166gqEznWjcnJB0g"
"1389","75LGnfcOAwo","2023-09-21T22:11:22Z","WOOD TV8","UCDG0mJ_zkrODDT-4VTEV6TQ"
"1390","rABuk39cIT4","2023-09-22T09:04:47Z","Business Daily Africa","UCFL98IH3Pk3susWuAHg7YQw"
"1391","iVV8Tx8ULXk","2023-09-21T22:07:11Z","13News Now","UCODc8Pa-_WUMaVRp9dvmNmw"
"1392","6sHqftoFTkY","2023-09-22T02:26:32Z","WMUR-TV","UCwuZjWoiT30kDTz0G41Y8gQ"
"1393","4v7BwEQTZd0","2023-09-22T14:47:59Z","LOCAL 12","UC673WfesrYoCgG9VsekGlEQ"
"1394","n2LVaKFkd7U","2023-09-23T00:14:06Z","Toronto Sun","UCkjNuLzfw5Ep7EJuMdeFylw"
"1395","vTGQ2WrQSdw","vTGQ2WrQSdw","vTGQ2WrQSdw","vTGQ2WrQSdw"
"1396","rKvN0R3cifo","2023-09-23T06:15:02Z","DawnNews","UCaxR-D8FjZ-2otbU0_Y2grg"
"1397","FDD0kvNCu-4","2023-09-23T15:37:13Z","ARY News","UCMmpLL2ucRHAXbNHiCPyIyg"
"1398","vz2XE7h3y-4","2023-09-23T16:14:15Z","NEWS CENTER Maine","UCQAUoXXSGHSntpTPvWwvXbg"
"1399","X5Id11doyzA","2023-09-24T16:44:44Z","Dunya News","UCnMBV5Iw4WqKILKue1nP6Hg"
"1400","3STOwccQK28","2023-09-24T17:00:02Z","Aaj TV Official","UCgBAPAcLsh_MAPvJprIz89w"
"1401","u6zwNshY8-s","2023-09-24T17:26:04Z","Dunya News","UCnMBV5Iw4WqKILKue1nP6Hg"
"1402","wTMc_Mjyd5w","2023-09-24T17:24:43Z","Geo News","UC_vt34wimdCzdkrzVejwX9g"
"1403","uJHuJuSNf-8","2023-09-24T18:04:36Z","Geo News","UC_vt34wimdCzdkrzVejwX9g"
"1404","0rBIaVmGVug","2023-09-24T19:19:33Z","Times News","UCF-VP3b3oH0XASqsLI5rnLw"
"1405","SQ8ymnXWpqo","2023-09-24T13:04:23Z","BOL News","UCz2yxQJZgiB_5elTzqV7FiQ"
"1406","eE2GwUtPM-U","2023-09-25T01:15:50Z","4 News Now","UCyw-NpaizmAD_5qQJ4MieVg"
"1407","Q5Vt90Y0-KY","2023-09-26T00:19:11Z","FOX40 News","UC64F2oovpjsxy06vTdrJG-g"
"1408","WsUKWLH0xcA","2023-09-25T20:17:48Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1409","NGZVOPDWc7Q","NGZVOPDWc7Q","NGZVOPDWc7Q","NGZVOPDWc7Q"
"1410","Rpp_PkcfoSE","2023-09-27T11:13:59Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w"
"1411","tL9GclnhGY0","2023-09-27T12:28:37Z","Breakfast Television","UCrygFy9ZCNFrR3vtElhXaJg"
"1412","Wco0DagqDJI","2023-09-27T16:11:36Z","SABC News","UC8yH-uI81UUtEMDsowQyx1g"
"1413","LeCAeKTLB8Y","2023-09-27T15:45:41Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA"
"1414","g8uukADyczM","2023-09-27T03:28:48Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1415","m9EqTBtAGYM","2023-09-27T15:12:46Z","Local 3 News","UCZvWI9aiyzMp-osh-XbU7xA"
"1416","4jH2T54aLug","2023-09-28T14:39:44Z","KTN News Kenya","UCKVsdeoHExltrWMuK0hOWmg"
"1417","UUTxH-3zpVM","2023-09-28T13:37:11Z","CNN-News18","UCef1-8eOpJgud7szVPlZQAQ"
"1418","Yeg8VICkWoY","2023-09-28T12:27:24Z","Oneindia News","UCqTa3sNT6SfiQ2DQK_kuWlA"
"1419","KtsjBxQ61NI","2023-09-28T21:50:00Z","Edmonton Journal","UCVyik4cnxEmbefInU7JnWyw"
"1420","AacWALcd0z4","2023-09-29T14:41:26Z","Breakfast Television","UCrygFy9ZCNFrR3vtElhXaJg"
"1421","C8FWNUQRfho","2023-09-28T22:14:16Z","WDEF News 12","UCMp6dYTbPOrKFHMH6rGcp2g"
"1422","ud0l6w78hdc","2023-09-30T04:34:23Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1423","nmaePNuiaAc","2023-09-30T18:13:27Z","NTVUganda","UCwga1dPCqBddbtq5KYRii2g"
"1424","sjyquAFy3dU","2023-09-29T22:46:55Z","9NEWS","UC72nbKQLSDyiSARhg0Ywj4w"
"1425","KpU43LnvcGU","2023-09-30T21:55:57Z","TVC News Nigeria","UCgp4A6I8LCWrhUzn-5SbKvA"
"1426","R6tRSbavp3g","2023-09-30T01:56:12Z","CHCH News","UCjkETDTi-OBxrN4z5lvaL5A"
"1427","R6S-v5JudK4","2023-09-30T22:30:04Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1428","KbaNCgCRhg4","2023-09-30T12:00:30Z","TMJ4 News","UCKdALw0BErtqmGI2AUtbbhg"
"1429","NqthMWYYZ5E","2023-09-30T10:30:09Z","Daily Mirror Online","UCJruLt_Bj36jL-kVaw2jgTg"
"1430","aDacwXOT93U","2023-09-30T19:18:53Z","SABC News","UC8yH-uI81UUtEMDsowQyx1g"
"1431","ynytx7duO8g","2023-09-30T20:16:10Z","SABC News","UC8yH-uI81UUtEMDsowQyx1g"
"1432","Fg7VE-onwTA","2023-09-30T20:45:51Z","NDTV","UCZFMm1mMw0F81Z37aaEzTUA"
"1433","2NUayuzDIE4","2023-09-30T12:27:47Z","CBS News","UC8p1vwvWtl6T73JiExfWs1g"
"1434","Rx_AO3l1yjI","2023-09-30T21:00:29Z","KOCO 5 News","UCoIhMkbeDRBImkGiA5mZp5A"
"1435","c1UdBZgWb5M","2023-10-01T03:47:12Z","WQAD News 8","UCRlWXcripH3oV_v6uSb9ASw"
"1436","HqUEIQLAmjk","2023-09-30T15:49:16Z","woubpbs","UCSRe-Dkqj_-VbsHmOI_sRFw"
"1437","i7Z11OZfEfY","2023-09-30T22:55:36Z","KWQC News","UCdAVIb4dBhAHhUaxfM5gAbg"
"1438","1ahf4h8MNQA","2023-09-30T16:39:20Z","WKOW 27 NEWS","UC6ekkA4mmUQBOisHgBqnkiA"
"1439","iW0w6WVYiC8","2023-10-01T09:30:19Z","K24TV","UCt3SE-Mvs3WwP7UW-PiFdqQ"
"1440","PXTCMl7L3Ag","2023-10-01T10:33:23Z","NTVUganda","UCwga1dPCqBddbtq5KYRii2g"
"1441","30rPc7z122Q","2023-10-01T02:26:10Z","WTVR CBS 6","UC9ha3sh4YTCSK83dH6OlWTw"
"1442","aYUyp2SCchA","2023-10-01T01:13:38Z","WGN News","UCDrLGkZTcNCshOLiKi5NtEw"
"1443","nHjhSrL2uwE","2023-10-01T13:27:37Z","KBC Channel 1","UCypNjM5hP1qcUqQZe57jNfg"
"1444","ePflhg7jkHU","2023-10-01T14:39:30Z","KBC Channel 1","UCypNjM5hP1qcUqQZe57jNfg"
"1445","DYiWVRB_8JQ","2023-10-01T19:19:36Z","JoyNews","UChd1DEecCRlxaa0-hvPACCw"
"1446","x19huuoxniw","2023-10-01T18:27:56Z","SABC News","UC8yH-uI81UUtEMDsowQyx1g"
"1447","VzmI94inHRQ","2023-10-01T14:53:53Z","KBC Channel 1","UCypNjM5hP1qcUqQZe57jNfg"
"1448","trYnVZqMZGg","2023-10-01T19:30:07Z","nzherald.co.nz","UCG0xyRVgb5Yf1lvQxkRrYYQ"
"1449","XK35f1xgBtk","2023-10-01T18:42:29Z","TVC News Nigeria","UCgp4A6I8LCWrhUzn-5SbKvA"
"1450","PrGQUDoHpAA","2023-10-01T17:40:37Z","WION","UC_gUM8rL-Lrg6O3adPW9K1g"
"1451","a2S6V_OWo-8","2023-10-02T11:26:07Z","11Alive","UCzF4Ryn8TKn64md77gS5Q5Q"
"1452","wL4ijP2HgGQ","2023-10-02T11:54:40Z","WUSA9","UCcT6w3xUyVshyR2_2vrMp1w"
"1453","QPhL9_R2nwM","2023-10-02T12:39:15Z","KENS 5: Your San Antonio News Source","UCVnjt9mMx46gMUeTtONXimQ"
"1454","wWlmeHDohTc","2023-10-01T17:18:19Z","Face the Nation","UC2x_qNZXKDxNP1j4jvHATRQ"
"1455","kw-wyvxFKe0","2023-10-02T13:31:34Z","therhodeshow","UCgshKBtxkqc6P_YyF25OHyQ"
"1456","rttr_5aprAk","2023-10-02T16:44:16Z","WSPA 7News","UCZII2-pYouhc81JtJ9zShEw"
"1457","JWxezX3OPg8","2023-10-02T17:30:20Z","CBS News","UC8p1vwvWtl6T73JiExfWs1g"
"1458","-GQhACRPirM","2023-10-02T17:37:43Z","KCRG-TV9: Your Trusted Local News Source","UCVg0ul_tJm6uNvTmZxEtXJA"
"1459","C3q15kN5EIs","2023-10-02T17:00:08Z","CMT","UCStBfpQeA4imrUzPJoTXoFA"
"1460","yC0zvvwhVXM","2023-10-02T18:54:40Z","Local 22 & Local 44","UCsGq2cTkAz36GhmJtJFHs_w"
"1461","7iHOJHI1eto","2023-10-02T06:47:35Z","NDTV","UCZFMm1mMw0F81Z37aaEzTUA"
"1462","JLmIlYguoSY","2023-10-02T19:12:31Z","WNEM TV5","UCmi4tHXXktvPxxcvfi2vpLQ"
"1463","29uaoq0UCKw","2023-10-02T17:30:42Z","Channels Television","UCEXGDNclvmg6RW0vipJYsTQ"
"1464","C_1TCHNLerY","2023-10-02T22:29:26Z","WTRF","UC4HQkyqSlym3Ii-RqrDWsFA"
"1465","kZn2dhY8MVA","2023-10-02T22:44:22Z","WBAL-TV 11 Baltimore","UCpmb83_U37eDBlgEezsxK7w"
"1466","D6OScEK48L0","2023-10-02T21:31:15Z","WTHI-TV","UCYOXvlQPjFxNmcDaO4NMv2A"
"1467","RB4jvnbEH90","2023-10-02T23:19:51Z","Utah Business","UC6YePoQKhslB_pO9_3B3VSA"
"1468","fNThE73sEoY","2023-10-03T02:09:16Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1469","sog-DTqgFGI","2023-10-03T03:30:16Z","ANI News","UCtFQDgA8J8_iiwc5-KoAQlg"
"1470","FtV4pupAAjE","2023-10-03T13:27:34Z","WVTM 13 News","UC7Vw6oq2LCbzAhdxF_UcIWg"
"1471","iomh70M05YM","2023-10-02T21:35:50Z","11Alive","UCzF4Ryn8TKn64md77gS5Q5Q"
"1472","2jUtBoN_sRw","2023-10-02T16:25:40Z","KMTV 3 News Now","UC0duMiBZmDlbUue0eqd0htw"
"1473","49aKI4sjsfY","2023-10-03T05:32:18Z","FOX 11 Los Angeles","UCHfF8wFnipMeDpJf8OmMxDg"
"1474","1NOVQfxx47g","2023-10-02T16:30:37Z","WMUR-TV","UCwuZjWoiT30kDTz0G41Y8gQ"
"1475","R6LRQq2w1SA","2023-10-02T22:17:18Z","Denver7","UC-2MJlKSq9_pYk5-bdvMhnw"
"1476","fqYiYLIej0g","2023-10-03T12:33:01Z","Banega Swasth India","UCmjWSgW85gUZFvMZf7pDQjQ"
"1477","9icyaVLmSws","2023-10-02T23:03:25Z","4 News Now","UCyw-NpaizmAD_5qQJ4MieVg"
"1478","L-9eqBCOcDo","2023-10-03T11:55:15Z","ABC News (Australia)","UCVgO39Bk5sMo66-6o6Spn6Q"
"1479","AMxTMiZ8mrs","2023-10-03T11:21:00Z","FOX43 News","UCyWzxBs28XSI4_5NAmKFYbw"
"1480","hM83gqev0p0","2023-10-02T18:58:24Z","KTNV Channel 13 Las Vegas","UCDqchFCm3HNLAob6OpsLWLw"
"1481","lAK4Vgy6og8","2023-10-03T14:42:29Z","JoyNews","UChd1DEecCRlxaa0-hvPACCw"
"1482","FWASAY8e1aE","2023-10-03T13:52:42Z","GovernmentZA","UCeGklnZgV21ag34t1_4G4dg"
"1483","m7bwJatGUH4","2023-10-03T02:13:47Z","KSNT News","UCSu7Jg4YV70GOzXMPA0K8MA"
"1484","11o1jKB9zoA","2023-10-02T23:09:43Z","FOX59 News","UCktceZtn0Kxd53qjjM2KzqA"
"1485","NjP1N_jl7t8","2023-10-02T23:30:33Z","WDHN","UC9CujfB962dlYdxBkalY_WA"
"1486","TIZ2RIMm8cc","2023-10-02T21:11:39Z","K24TV","UCt3SE-Mvs3WwP7UW-PiFdqQ"
"1487","rALYYI_fz7Q","rALYYI_fz7Q","rALYYI_fz7Q","rALYYI_fz7Q"
"1488","Pc3QxST7nLU","2023-10-03T17:05:34Z","WGNO-TV / ABC26 / WNOL38","UCFmKaO0VdrP3rCO1mqp7veQ"
"1489","XN-FbmDDyBA","2023-10-03T17:30:07Z","K24TV","UCt3SE-Mvs3WwP7UW-PiFdqQ"
"1490","YFln1iBkPdU","2023-10-03T16:50:14Z","CBS Pittsburgh","UCOEvClYLRZcT5bNCCI5eMKg"
"1491","1PL-JVmvmdw","2023-10-03T19:54:45Z","Guardian News","UCIRYBXDze5krPDzAEOxFGVA"
"1492","VjlUBMoujlA","2023-10-02T23:47:20Z","K24TV","UCt3SE-Mvs3WwP7UW-PiFdqQ"
"1493","_86nbJdg9BY","2023-10-03T20:54:45Z","WNEM TV5","UCmi4tHXXktvPxxcvfi2vpLQ"
"1494","XRdK3EOcyQQ","2023-10-03T11:22:31Z","ABC News (Australia)","UCVgO39Bk5sMo66-6o6Spn6Q"
"1495","gwPaWf3NZzE","2023-10-03T23:36:59Z","KSDK News","UCVHTypjbrXH-maZaIkwweJA"
"1496","Sd9m7mAmwyo","2023-10-03T21:17:49Z","KSN TV","UCmLdaFXGbXvrxPAdlAJktDg"
"1497","h0Km-Clb10A","2023-10-03T11:35:00Z","KBC Channel 1","UCypNjM5hP1qcUqQZe57jNfg"
"1498","UHtxBr09nUg","2023-10-04T01:39:51Z","CBS Colorado","UC_-gT7OYiRCK9Sp8SIv9WgQ"
"1499","7uC-dXWlvz8","2023-10-04T09:20:59Z","The Trump Report","UCTjDhFuGXlhx9Us0gq0VK2w"
"1500","SHwYz-wZL9c","2023-10-03T21:32:21Z","WUSA9","UCcT6w3xUyVshyR2_2vrMp1w"
"1501","aCqNNR0NuhA","2023-10-04T11:36:11Z","WTRF","UC4HQkyqSlym3Ii-RqrDWsFA"
"1502","S32UzRgm_VA","2023-10-03T22:47:31Z","KRIS 6 News","UCvM_k1scQ1YU50HiQc-4xyg"
"1503","YSe2M4K0xZI","2023-10-04T16:11:01Z","WHO13","UCLQZYp8Lf3Qx6taakodOk8g"
"1504","1kkL6TS2NtQ","2023-10-04T11:21:30Z","NewsChannel 5","UCO6kzQ-7wcG0x8W5LpBA9RQ"
"1505","41vWOD1CWoo","2023-10-04T16:21:16Z","CBS Pittsburgh","UCOEvClYLRZcT5bNCCI5eMKg"
"1506","KWdBoykVYLU","2023-10-04T13:48:08Z","CBS Mornings","UC-SJ6nODDmufqBzPBwCvYvQ"
"1507","sJut07LB7UY","2023-10-04T23:09:54Z","TheDC Shorts","UCfDdlNLRVb1h3_7Xh-WhL3w"
"1508","2Nsuw0AlGqo","2023-10-04T15:30:00Z","TMJ4 News","UCKdALw0BErtqmGI2AUtbbhg"
"1509","gfDneIbSlw0","2023-10-04T17:58:18Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA"
"1510","436yWEmwxhc","2023-10-04T14:40:25Z","Louisiana First News","UC38l1n6mIvpFNGWdtuv_N6A"
"1511","HdAaAM7Rq3E","2023-10-04T12:01:35Z","Independent Television and Radio","UCzuiQaDS-LR2Qr3QYcj730w"
"1512","QekmtwV0-0I","2023-10-04T12:43:47Z","Independent Television and Radio","UCzuiQaDS-LR2Qr3QYcj730w"
"1513","F4J9s5-Ukiw","2023-10-04T22:24:22Z","WTRF","UC4HQkyqSlym3Ii-RqrDWsFA"
"1514","8Kad6YE1xSA","2023-10-04T22:21:44Z","Local 4 News WHBF","UCJMcPGZNJtaqVjFKJgEfB3Q"
"1515","N5-rG5eq59g","2023-10-04T21:08:42Z","Island News","UCNSfJB-VQeHpv5ThtV1VtBA"
"1516","IWQsCGMFivA","2023-10-05T02:47:11Z","KFYR+","UCrg4C3ro-FW8MGH_ayIUk_g"
"1517","mjyoLF3pLD4","2023-10-05T12:14:06Z","CBS TEXAS","UCxMXl9L79X1Mq_4iwCOyPFg"
"1518","DubvQhnUxtE","2023-10-04T17:21:47Z","8 News Now — Las Vegas","UCFuzExfO2fUVmNK5_COvsNg"
"1519","G4HtNvdH07Q","2023-10-05T07:46:31Z","Al Jazeera English","UCNye-wNBqNL5ZzHSJj3l8Bg"
"1520","UV23kzC-Oug","2023-10-04T22:00:52Z","CBS TEXAS","UCxMXl9L79X1Mq_4iwCOyPFg"
"1521","JuES18vpmKI","2023-10-04T18:13:08Z","WDIO","UC9OMgljDyqBZjzKe6i0dk8A"
"1522","AWaSaL-4Isk","2023-10-05T15:48:44Z","JoyNews","UChd1DEecCRlxaa0-hvPACCw"
"1523","QciMqjKRoPc","2023-10-04T18:17:43Z","Global Citizen","UCg3_C7BwcV0kBlJbBFHTPJQ"
"1524","MPmBDGlTsuA","2023-10-05T13:55:50Z","bernewsdotcom","UCwnGBJ5UhLjeeTSaSWuAX3Q"
"1525","_egddq-JcDo","2023-10-05T16:28:01Z","Reuters","UChqUTb7kYRX8-EiaN3XFrSQ"
"1526","ibF0MLNnM48","2023-10-05T00:19:55Z","KTSM 9 NEWS","UCmZJz1J64RD7Ur7tI09s-FA"
"1527","8BFodvaIA9k","2023-10-05T17:00:05Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1528","oG1lkV5YWaU","2023-10-05T10:04:36Z","The Star","UCpWvshQVx1d7BqCsPnVuNIw"
"1529","tBDYeSC2mvY","2023-10-05T04:55:23Z","KRTV NEWS","UC2ULCjBeItodhpq9RTW2LjQ"
"1530","_jzsagSc6m4","2023-10-05T13:47:23Z","Voice of America","UCVSNOxehfALut52NbkfRBaA"
"1531","9XyJplCZA5M","2023-10-04T20:48:22Z","CBN News","UCYI_ychRnL7sJrG6PUSBpQA"
"1532","TLfms3dnIw8","2023-10-05T15:18:12Z","FOX 17 WXMI","UCFdq6R0pohN93_97zZluWxw"
"1533","bMuLOk-rR50","2023-10-05T16:09:35Z","KRIS 6 News","UCvM_k1scQ1YU50HiQc-4xyg"
"1534","4PjwJFBUPgI","4PjwJFBUPgI","4PjwJFBUPgI","4PjwJFBUPgI"
"1535","yqR1V6LdCq0","2023-10-05T11:33:55Z","WSPA 7News","UCZII2-pYouhc81JtJ9zShEw"
"1536","L4F_0a1H0hg","2023-10-05T06:48:39Z","ETHealthWorld","UCGnWQ8rAFVuncSD9HKBjSEQ"
"1537","Q44ZG7KfzMk","2023-10-06T01:26:54Z","The Post Athens","UC_SnyxINMcXSAwi7H1-v0xQ"
"1538","Q0YrfgHdLZE","2023-10-06T14:20:08Z","Bethany Lutheran College","UC4B_5ZXR_q0kGKmL3Z6M6AA"
"1539","vQpLzeJKF88","2023-10-05T18:10:01Z","WJBF","UCbHRDtYcy75lsoRdZ2h_24A"
"1540","738KTFlk1nM","2023-10-05T23:48:09Z","WCNC","UC-RxXi2Xws6Uk22vp-sLbGA"
"1541","3cEv01pwiFk","2023-10-06T18:15:00Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1542","NYIMC5-FWZ4","2023-10-06T17:33:10Z","JoyNews","UChd1DEecCRlxaa0-hvPACCw"
"1543","ciKulgd4ykY","2023-10-05T23:49:17Z","KOAM News Now","UCOIy_NcDHSk4uLnpSXMIiDA"
"1544","wdC8bm-LJNQ","2023-10-06T19:30:01Z","SABC News","UC8yH-uI81UUtEMDsowQyx1g"
"1545","LEG5FyQAIZk","2023-10-06T15:51:06Z","Citizen TV Kenya","UChBQgieUidXV1CmDxSdRm3g"
"1546","EinR5ms29Ms","2023-10-06T22:28:05Z","WTRF","UC4HQkyqSlym3Ii-RqrDWsFA"
"1547","B1MKD3AGziU","2023-10-07T03:40:43Z","WFMJ","UC-MFWZ6WppyTGSixw-HHqSg"
"1548","yzfNx3461v4","2023-10-06T19:06:17Z","africanews","UC1_E8NeF5QHY2dtdLRBCCLA"
"1549","VTgkueIT5_A","2023-10-07T17:00:31Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1550","MPrRQU8vNz8","2023-10-07T20:00:10Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1551","eFwlfRKD0Vw","2023-10-07T14:00:28Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1552","EnIhM6Zaa1M","2023-10-07T17:09:16Z","Island News","UCNSfJB-VQeHpv5ThtV1VtBA"
"1553","TmuOBmuDlvs","2023-10-07T13:08:22Z","CBC News: The National","UCKjU3KzdbJE1EFcHVqXC3_g"
"1554","WR3e8qPt-mQ","WR3e8qPt-mQ","WR3e8qPt-mQ","WR3e8qPt-mQ"
"1555","twamieMSHfc","2023-10-08T09:00:35Z","K24TV","UCt3SE-Mvs3WwP7UW-PiFdqQ"
"1556","x6tH72Xx2dw","2023-10-08T19:08:58Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1557","bGd0AXo89ek","2023-10-08T20:03:48Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1558","HV0iXIdn-w4","2023-10-08T16:48:58Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1559","1c0nLoX2_HI","2023-10-08T21:00:00Z","General Conference of Seventh-day Adventists","UC2YkfAO05g6yJzTnIT1D5eg"
"1560","YodtPTrKXRc","2023-10-09T11:41:06Z","10 Tampa Bay News","UCMYlXK0jyerVnc3dmz-vjCA"
"1561","WnaFYxQEo9U","2023-10-09T17:00:18Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
"1562","eyMUjEVBX5c","2023-10-09T13:49:20Z","CBS 8 San Diego","UCMscWako8oDvpdF4pppku-g"
"1563","SqGVNE8MfRs","2023-10-09T15:30:06Z","K24TV","UCt3SE-Mvs3WwP7UW-PiFdqQ"
"1564","uUEFznN-UWM","2023-10-10T16:00:41Z","Bounding Into Comics","UCvhRblHiU1XYF1OZITtfUiA"
